STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/1,0,-10.45,-7.1,-13.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/2,0,-6.85,-3.2,-10.5
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/3,0,-4.9,-1,-8.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/4,19.3,-4.35,-1.6,-7.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/5,0,-9.9,-7.1,-12.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/6,0,-12.4,-10.5,-14.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/7,0,-11.3,-7.7,-14.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/8,0.3,-4.35,-0.5,-8.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/9,0,2.85,6.7,-1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/10,0,2.55,6.1,-1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/11,0,8.35,11.7,5
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/12,13.7,11.4,16.1,6.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/13,1.3,3.65,14.4,-7.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/14,0,-6.55,-3.8,-9.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/15,0,-4.9,-1,-8.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/16,0,-0.8,2.2,-3.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/17,4.8,-1.65,2.2,-5.5
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/18,0,-3.85,0,-7.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/19,0,0.35,5,-4.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/20,0,7.2,11.1,3.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/21,0,7.8,10,5.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/22,0.3,6.35,9.4,3.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/23,7.6,9.45,15.6,3.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/24,0,2,6.7,-2.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/25,0,-1.9,1.1,-4.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/26,0,0.05,3.3,-3.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/27,0,7.5,13.3,1.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/28,5.3,10.3,12.8,7.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/29,0,5,8.3,1.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/30,2.8,-1.05,2.2,-4.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/1/31,0,-3.55,0.6,-7.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/1,1.3,3.6,7.2,0
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/2,4.6,-1.6,5,-8.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/3,0,-4.65,-0.5,-8.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/4,24.4,3.4,7.8,-1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/5,0,0.6,4.4,-3.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/6,0,-0.2,2.8,-3.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/7,21.6,3.1,7.2,-1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/8,0,-1.6,0.6,-3.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/9,0,0.35,3.9,-3.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/10,14.7,6.95,10,3.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/11,30.7,11.95,16.7,7.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/12,0,8.35,16.7,0
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/13,0,0.05,3.3,-3.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/14,2,6.7,11.7,1.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/15,4.1,12.25,16.7,7.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/16,2.3,8.3,14.4,2.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/17,13.2,1.15,4.4,-2.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/18,0.3,3.65,6.7,0.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/19,1,5.8,9.4,2.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/20,0,13.85,19.4,8.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/21,1.5,19.2,25.6,12.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/22,4.3,8.9,15,2.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/23,1.5,3.9,5.6,2.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/24,2,9.2,12.8,5.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/25,18.5,5.55,6.7,4.4
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/26,0,8.6,11.1,6.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/27,0,8.6,13.3,3.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/2/28,0,10.85,16.1,5.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/1,9.7,11.15,15.6,6.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/2,47.2,3.9,6.7,1.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/3,0,5.8,9.4,2.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/4,0,3.9,6.7,1.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/5,0,3.35,6.1,0.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/6,0,4.15,8.3,0
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/7,35.8,2.25,3.9,0.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/8,0,2.25,3.9,0.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/9,0,2.3,5.6,-1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/10,0,1.95,4.4,-0.5
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/11,0,3.6,7.2,0
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/12,2,3.05,6.1,0
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/13,7.1,2.5,4.4,0.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/14,0.3,2.25,5,-0.5
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/15,0,4.45,8.9,0
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/16,0,1.7,4.4,-1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/17,0,3.1,8.9,-2.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/18,0,2,6.1,-2.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/19,0,4.45,8.3,0.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/20,0,1.45,3.9,-1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/21,25.1,1.7,3.9,-0.5
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/22,1.5,5,10,0
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/23,0,5.55,9.4,1.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/24,0,6.15,10.6,1.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/25,0,3.9,7.2,0.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/26,0,5.55,10,1.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/27,0.3,4.7,8.3,1.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/28,0.8,7.2,11.1,3.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/29,0.8,10.55,11.7,9.4
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/30,0.8,11.7,16.7,6.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/3/31,0,9.15,14.4,3.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/1,0,10.85,15.6,6.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/2,15,3.35,6.1,0.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/3,6.6,5,6.1,3.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/4,1,8.85,13.3,4.4
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/5,0,4.15,7.2,1.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/6,2.8,9.75,16.7,2.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/7,0,6.1,9.4,2.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/8,0,3.9,7.8,0
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/9,0,4.7,9.4,0
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/10,0.3,6.95,10.6,3.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/11,0,6.7,10.6,2.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/12,0,12.5,17.2,7.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/13,0,21.7,27.8,15.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/14,0,15.85,25,6.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/15,11.9,5,6.7,3.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/16,71.6,9.75,15.6,3.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/17,0,6.1,8.3,3.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/18,0,7.8,12.8,2.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/19,3.8,6.35,9.4,3.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/20,0,6.4,10,2.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/21,0,10.55,17.2,3.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/22,0,13.05,19.4,6.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/23,0,13.9,20,7.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/24,1.3,13.35,18.9,7.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/25,24.1,13.35,15.6,11.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/26,2.5,16.95,21.1,12.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/27,1.3,12.8,15,10.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/28,2.5,15,20,10
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/29,2,11.65,15,8.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/4/30,0,8.65,10.6,6.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/1,0,17.8,26.7,8.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/2,0,25.25,32.2,18.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/3,0.5,27.2,33.3,21.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/4,0,25.55,28.9,22.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/5,0,20.25,24.4,16.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/6,0,16.1,18.9,13.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/7,0,18.6,25,12.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/8,0,17.5,23.3,11.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/9,0,18.6,25,12.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/10,6.4,15.55,18.9,12.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/11,0,19.2,22.8,15.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/12,5.6,13.9,17.2,10.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/13,2.5,11.65,12.2,11.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/14,0.8,16.4,21.7,11.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/15,14.7,23.6,31.1,16.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/16,8.6,15.55,17.8,13.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/17,5.6,17.5,21.7,13.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/18,0,16.35,19.4,13.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/19,16.5,11.35,13.3,9.4
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/20,0,20.25,27.2,13.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/21,0,20.25,26.1,14.4
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/22,7.4,16.4,20,12.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/23,7.4,21.1,27.2,15
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/24,0,22.75,28.3,17.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/25,0,24.15,30,18.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/26,0,26.95,31.7,22.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/27,11.2,20,26.7,13.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/28,0,16.95,20.6,13.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/29,0,24.45,31.7,17.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/30,0,20.85,25.6,16.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/5/31,2.5,18.6,20,17.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/1,6.9,22.75,27.2,18.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/2,2,24.75,30.6,18.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/3,6.4,14.75,18.9,10.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/4,4.1,16.15,21.7,10.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/5,0,19.15,23.9,14.4
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/6,0,18.05,21.7,14.4
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/7,0,18.65,21.7,15.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/8,0,21.7,27.8,15.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/9,0,23.85,28.3,19.4
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/10,0.3,18.6,22.8,14.4
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/11,0,18.6,22.8,14.4
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/12,0,18.9,23.9,13.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/13,1,21.4,25.6,17.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/14,0,24.15,28.9,19.4
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/15,0,20.8,24.4,17.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/16,0,23.6,29.4,17.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/17,0,25.85,32.8,18.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/18,2,27.8,32.8,22.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/19,1.8,27.5,31.1,23.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/20,2.3,24.45,28.3,20.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/21,15,23.3,28.3,18.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/22,2.5,20.3,23.9,16.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/23,0,17.8,18.9,16.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/24,0,23.9,28.9,18.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/25,0,23.3,27.2,19.4
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/26,0,20.85,25.6,16.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/27,0.3,20.85,22.8,18.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/28,34.5,24.7,28.3,21.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/29,0,26.4,31.7,21.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/6/30,0,28.05,33.9,22.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/1,0,30.85,35.6,26.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/2,0,30.55,35,26.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/3,0.3,29.15,33.3,25
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/4,0,27.5,30,25
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/5,0,28.3,32.2,24.4
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/6,5.8,23.65,26.7,20.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/7,0,21.15,25.6,16.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/8,0,22.8,28.9,16.7
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/9,0,25,30.6,19.4
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/10,0,28.05,33.9,22.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/11,0,27.2,31.1,23.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/12,18,23.35,28.9,17.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/13,0,24.45,28.9,20
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/14,9.1,26.1,31.1,21.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/15,16.3,24.45,28.3,20.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/16,0,28.05,32.2,23.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/17,56.9,26.1,31.1,21.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/18,0,24.15,29.4,18.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/19,0,23.6,28.3,18.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/20,0,24.2,27.8,20.6
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/21,16,22.2,26.1,18.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/22,26.9,23.6,26.1,21.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/23,4.3,24.75,26.7,22.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/24,0.5,25.85,27.8,23.9
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/25,18.5,23.6,25,22.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/26,0.8,25.8,29.4,22.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/27,6.4,25,30,20
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/28,0,25.25,29.4,21.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/29,0,24.45,27.8,21.1
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/30,9.4,22.8,25.6,20
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/7/31,0,23.9,27.8,20
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/8/1,2.5,26.1,28.9,23.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/8/2,13,27.2,30,24.4
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/8/3,6.1,26.1,29.4,22.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/8/4,18.8,25.55,28.9,22.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/8/5,0,27.8,32.8,22.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/8/6,0,29.15,33.3,25
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/8/7,1.3,27.75,32.2,23.3
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/8/8,0,28.3,32.2,24.4
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/8/9,15.5,26.4,30,22.8
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/8/10,0,26.1,30,22.2
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,2018/8/11,73.7,23.9,26.7,21.1
